id,name,description
214950,力驶基业16号私募证券投资基金,这是一个基金产品
214951,平安财富.淡水泉成长一期集合资金信托,这是一个基金产品
214952,中融增强11号,这是一个基金产品
214953,国君资管3012单一资产管理计划,这是一个基金产品
214954,金泰吉祥贰号私募证券投资基金,这是一个基金产品
214955,道和招盈价值增强8号私募基金,这是一个基金产品
214956,睿涛梁溪八号证券投资基金,这是一个基金产品
214957,金信成长型(一期)证券组合投资资金信托计划,这是一个基金产品
214958,平安财富·睿鑫6号集合资金信托,这是一个基金产品
214959,中原证券炎黄一号精选基金集合资产管理计划,这是一个基金产品
214960, 金伯珠天权星私募证券投资基金,这是一个基金产品
214961,10号集合资金信托计划,这是一个基金产品
214962,财通鼎欣量化选股18个月定期开放混合型证券投资基金,这是一个基金产品
214963,金中投转型升级2号集合资产管理计划,这是一个基金产品
214964,中信证券青岛城投金控1号单一资产管理计划,这是一个基金产品
214965,2025年员工持股计划,这是一个基金产品
214966,易方达中证金融,这是一个基金产品
214967,长城汇理并购基金华清8号,这是一个基金产品
214968,方物汇盈2号私募证券投资基金,这是一个基金产品
214969,金鹰筠业灵活配置2号资产管理计划,这是一个基金产品
214970,第一创业证券—国信证券—共盈大岩量化定增集合资产管理计划,这是一个基金产品
214971,徐国义,这是一个基金产品
214972,长安群英10号分级资产管理计划,这是一个基金产品
214973,北方信托戎亿一期结构化证券投资集合资金信托计划,这是一个基金产品
214974,华林证券股份有限公司做市专用证券账户,这是一个基金产品
214975,华能信托·丹华成长集合资金信托计划,这是一个基金产品
214976,姚泾河瑞麟私募证券投资基金,这是一个基金产品
214977,中国人寿再保险有限责任公司委托上海东方证券资产管理有限公司配置型债券投资组合定向资产管理计划,这是一个基金产品
214978,华能信托·博远科诚集合资金信托计划,这是一个基金产品
214979,广发开泰特定多客户资产管理计划,这是一个基金产品
214980,淮海1号资产管理计划,这是一个基金产品
214981,中财定增宝5号私募基金,这是一个基金产品
214982,证券行业支持民企发展系列之华泰证券资管5号单一资产管理计划,这是一个基金产品
214983,国民信托·安民21号集合资金信托计划,这是一个基金产品
214984,陕国投·悦众价值成长1期(民生智盈2号)证券投资集合资金信托计划,这是一个基金产品
214985,开元国创恒誉穿云航空产业1号私募证券投资基金,这是一个基金产品
214986,明远万吨资产深海鲸6号集合资金信托计划,这是一个基金产品
214987,LEHMAN BROTHERS INTERNATIONAL （EUROPE）,这是一个基金产品
214988,新回报5号资产管理产品,这是一个基金产品
214989,分红险委托人保组合三,这是一个基金产品
214990,赛纳债投资集合信托计划,这是一个基金产品
214991,正圆五号私募证券投资基金,这是一个基金产品
214992,江苏华西村股份有限公司非公开发行2017年可交换公司债券质押专户,这是一个基金产品
214993,华润元大基金润心12号单一资产管理计划,这是一个基金产品
214994,睿远稳进配置两年持有期混合型证券投资基金,这是一个基金产品
214995,源盛恒瑞7号集合资金信托计划,这是一个基金产品
214996,一村基石11号私募证券投资基金,这是一个基金产品
214997,聚鑫12号资金信托,这是一个基金产品
214998,毕盛狮嬴私募证券投资基金,这是一个基金产品
214999,易方达岁丰添利债券型证券投资基金,这是一个基金产品
215000,鹏华资产瑞祥11期专项资产管理计划,这是一个基金产品
215001,格力地产股份有限公司回购专用证券账户,这是一个基金产品
215002,陕国投·汇祥9号定向投资集合资金信托计划,这是一个基金产品
215003,优势医药企业定增计划4号资产管理计划,这是一个基金产品
215004,开思月异33号私募证券投资基金,这是一个基金产品
215005,长城久富核心成长混合型证券投资基金(LOF),这是一个基金产品
215006,浦江之星282号集合资金信托计划,这是一个基金产品
215007,UND ENTWICKLUNGSGESE LLSCHAFT MBH,这是一个基金产品
215008,中国农业银行—富兰克林国海深化价值股票型证券投资基金,这是一个基金产品
215009,鼎锋明道新三板汇联基金,这是一个基金产品
215010,CMG FIRST STATE CHINA GROWTH FD,这是一个基金产品
215011,恒泽睿精选二期私募证券投资基金,这是一个基金产品
215012,三角梅1号私募证券投资基金,这是一个基金产品
215013,民生加银积极成长混合型发起式证券投资基金,这是一个基金产品
215014,新华泛资源优势基金,这是一个基金产品
215015,上证180交易型开放式指数证券投资基金,这是一个基金产品
215016,伽利略壹号私募投资基金,这是一个基金产品
215017,元素黄金闪耀私募证券投资基金,这是一个基金产品
215018,贤盛平凡2号私募证券投资基金,这是一个基金产品
215019,泰业一号私募证券投资基金,这是一个基金产品
215020,中新1号集合资产管理计划,这是一个基金产品
215021,天倚道圣盾木星六号私募证券投资基金,这是一个基金产品
215022,健顺云8号私募证券投资基金,这是一个基金产品
215023,天弘华鑫金鼎瑛勋49号资产管理计划,这是一个基金产品
215024,道明中国收入成长基金(交易所),这是一个基金产品
215025,CLTS OF SHK INV.SER.,这是一个基金产品
215026,北京乾阳华商投资管理中心(有限合伙),这是一个基金产品
215027,大唐英加红马八八号私募证券投资基金,这是一个基金产品
215028,霍尔资本中国增值基金,这是一个基金产品
215029,子午安心十二号私募证券投资基金,这是一个基金产品
215030,兴途健辉1号私募证券投资基金,这是一个基金产品
215031,迎水泰顺1号私募证券投资基金,这是一个基金产品
215032,中欧盛世鼎新5号资产管理计划,这是一个基金产品
215033,工银瑞信圆兴混合型证券投资基金,这是一个基金产品
215034,"""辉煌""196号单一资金信托",这是一个基金产品
215035,上汽颀臻新能源1号私募证券投资基金,这是一个基金产品
215036,广金美好伽罗华六号私募证券投资基金,这是一个基金产品
215037,安瑞1号单一资金信托,这是一个基金产品
215038,海富通收益增长基金,这是一个基金产品
215039,旅行者1号私募基金,这是一个基金产品
215040,易米基金元盛一号单一资产管理计划,这是一个基金产品
215041,阿巴马万象益新56号私募证券投资基金,这是一个基金产品
215042,富国美丽中国混合型证券投资基金,这是一个基金产品
215043,鑫鑫向荣85号证券投资集合资金信托计划,这是一个基金产品
215044, UBS LIMITED,这是一个基金产品
215045,平安价值投资一期集合资金信托计划,这是一个基金产品
215046,泰达宏利基金—民生银行—泰达宏利价值成长定向增发30号资产管理计划,这是一个基金产品
215047,仁灏价值发现一号私募证券投资基金,这是一个基金产品
215048,定增15号资产管理计划,这是一个基金产品
215049,玄元元宝15号私募证券投资基金,这是一个基金产品
215050,浙商期货融畅2号单一资产管理计划,这是一个基金产品
215051,18中原EB担保及信托财产专户,这是一个基金产品
215052,汇添富蓝筹稳健灵活配置混合型证券投资基金,这是一个基金产品
215053,东方红3号集合资产管理计划,这是一个基金产品
215054,临沂金正大投资控股有限公司破产企业财产处置专用账户,这是一个基金产品
215055,山东玲珑轮胎股份有限公司回购专用证券账户,这是一个基金产品
215056,国投瑞银瑞福深证100指数分级证券投资基金,这是一个基金产品
215057,中融汇富2号证券投资集合资金信托计划,这是一个基金产品
215058,融通行业景气证券投资基金,这是一个基金产品
215059,林园投资101号私募证券投资基金,这是一个基金产品
215060,光大保德信耀财富富增9号单一资产管理计划,这是一个基金产品
215061,云南信托·大西部丝绸之路2号集合资金信托计划,这是一个基金产品
215062,新疆汇嘉时代百货股份有限公司回购专用证券账户,这是一个基金产品
215063,创金合信新能源汽车主题股票型发起式证券投资基金,这是一个基金产品
215064,苏州柯利达装饰股份有限公司回购专用证券账户,这是一个基金产品
215065,金元证券投资基金,这是一个基金产品
215066,深圳道玄纯钧1号私募证券投资基金,这是一个基金产品
215067,宁夏晓鸣农牧股份有限公司回购专用证券账户,这是一个基金产品
215068,金元顺安桉盛债券型证券投资基金,这是一个基金产品
215069,中海·浦江之星118号证券投资结构化集合资金信托,这是一个基金产品
215070,信诚中证基建工程指数型证券投资基金(LOF),这是一个基金产品
215071,中商北斗专户私募基金,这是一个基金产品
215072,复霈4号私募证券投资基金,这是一个基金产品
215073,CREDIT SUISSE FIRST BOSTON（HONG KONG）LIMITED,这是一个基金产品
215074,宝鼎基金,这是一个基金产品
215075,中原鼎赢1号结构化证券投资集合资金信托计划,这是一个基金产品
215076,信安成长七号私募证券投资基金,这是一个基金产品
215077,锦绣118号私募投资基金,这是一个基金产品
215078,华控科工（宁波梅山保税港区）股权投资基金合伙企业（有限合伙）,这是一个基金产品
215079,大成景利混合型证券投资基金,这是一个基金产品
215080,汇丰晋信龙腾混合型证券投资基金,这是一个基金产品
215081,慧富35号资产管理计划,这是一个基金产品
215082,诺德基金千金134号特定客户资产管理计划,这是一个基金产品
215083,中信建投申菱环境2号战略配售集合资产管理计划,这是一个基金产品
215084,国联安通盈灵活配置混合型证券投资基金,这是一个基金产品
215085,工银瑞信基金公司—工行—外贸信托—恒盛定向增发投资集合资金信托计划,这是一个基金产品
215086,玄元科新149号私募证券投资基金,这是一个基金产品
215087,招商中证煤炭等权指数分级证券投资基金,这是一个基金产品
215088,嘉实沪深300指数证券投资基金,这是一个基金产品
215089,中欧盛世景鑫12号资产管理计划,这是一个基金产品
215090,吉电股份定向增发股票投资单一资金信托,这是一个基金产品
215091,信达满堂红基金优选集合资产管理计划,这是一个基金产品
215092,重庆信展云达投资中心(有限合伙),这是一个基金产品
215093,北信瑞丰基金丰庆39号资产管理计划,这是一个基金产品
215094,泰达宏利鸿辰定向增发1号资产管理计划,这是一个基金产品
215095,华鑫信托·华鹏36号集合资金信托计划,这是一个基金产品
215096,君盈2号私募证券投资基金,这是一个基金产品
215097,博时裕富投资基金,这是一个基金产品
215098,上海泛皓福强共赢基金一号,这是一个基金产品
215099,江信基金聚财68号资产管理计划,这是一个基金产品
215100,波波1号集合资金信托计划,这是一个基金产品
215101,东北证券股份有限公司转融通担保证券明细账户,这是一个基金产品
215102,复兴灵活配置1号资产管理计划,这是一个基金产品
215103,湘财长源股票型证券投资基金,这是一个基金产品
215104,东方汇智资产管理有限公司,这是一个基金产品
215105,受托管理天安保险股份有限公司指定证券账户,这是一个基金产品
215106,海尔智家股份有限公司回购专用证券账户,这是一个基金产品
215107,乾图唐玄甲私募证券投资基金,这是一个基金产品
215108,柏杨骄阳成长1号私募证券投资基金,这是一个基金产品
215109,中山湘财香山阳光一号私募证券投资基金,这是一个基金产品
215110,东航集团财务有限责任公司自营账户,这是一个基金产品
215111,睿悦冠群8号私募证券投资基金,这是一个基金产品
215112,诺安中小盘精选股票型证券投资基金,这是一个基金产品
215113,中国工商银行股份有限公司—嘉实事件驱动股票型证券投资基金,这是一个基金产品
215114,睿富二号,这是一个基金产品
215115,陕国投·耀晟定增1号定向投资集合资金信托计划,这是一个基金产品
215116,广发稳鑫保本混合型证券投资基金,这是一个基金产品
215117,四组合,这是一个基金产品
215118,东方红启盛三年持有期混合型证券投资基金,这是一个基金产品
215119,秀强炎昊专项投资基金2号,这是一个基金产品
215120,润金35号集合资金信托计划,这是一个基金产品
215121,富春定增402号资产管理计划,这是一个基金产品
215122,天高资本16号单一资金信托,这是一个基金产品
215123,兴证资管鑫众12号集合资产管理计划,这是一个基金产品
215124,南京佳力图机房环境技术股份有限公司未确认持有人证券专用账户,这是一个基金产品
215125,华商红利优选灵活配置混合型证券投资基金,这是一个基金产品
215126,富兰克林国海沪港深成长精选股票型证券投资基金,这是一个基金产品
215127,财通基金玉泉合富86号单一资产管理计划,这是一个基金产品
215128,2号（第六期）集合资金信托计划,这是一个基金产品
215129,福祥开放式新股申购4号信托,这是一个基金产品
215130,嘉实成长证券投资基金,这是一个基金产品
215131,上海大名城企业股份有限公司回购专用证券账户,这是一个基金产品
215132,支支打18信托产品,这是一个基金产品
215133,兴业信托·大观12号结构化证券投资集合资金信托计划,这是一个基金产品
215134,博时资本管理有限公司—博时资本博创21号集合资产管理计划,这是一个基金产品
215135,成长1号资产管理计划,这是一个基金产品
215136,羚锐小羚羊资产管理计划,这是一个基金产品
215137,志道1号定向增发事务管理类集合资金信托计划,这是一个基金产品
215138,德传医疗资产管理计划,这是一个基金产品
215139,阿巴马元享红利72号私募证券投资基金,这是一个基金产品
215140,浙商基金,这是一个基金产品
215141,合顺38号集合资金信托计划,这是一个基金产品
215142,瑞东医药投资基金,这是一个基金产品
215143,磐松多空对冲1A私募证券投资基金,这是一个基金产品
215144,华夏蓝筹核心混合型证券投资基金（LOF）,这是一个基金产品
215145,诺德基金浦江杭州城投资管2号单一资产管理计划,这是一个基金产品
215146,金狮89号资金信托合同,这是一个基金产品
215147,华鑫信托·价值回报38号证券投资集合资金信托计划,这是一个基金产品
215148,盛泉恒元多策略量化套利1号专项基金,这是一个基金产品
215149,伊洛10号私募证券投资基金,这是一个基金产品
215150,比格戴特2期稳健成长私募投资基金,这是一个基金产品
215151,尊嘉ALPHA证券投资有限合伙企业集合资金,这是一个基金产品
215152,富国天博创新主题股票投资型证券投资基金,这是一个基金产品
215153,凯信露笑2号私募证券投资基金,这是一个基金产品
215154,鹭岛创富泓谟1701号资管计划投资单一资金信托,这是一个基金产品
215155,光大信托·益鑫1号集合资金信托计划,这是一个基金产品
215156,前海开源公用事业行业股票型证券投资基金,这是一个基金产品
215157,胤狮10号私募证券投资基金,这是一个基金产品
215158,浙商汇金灵活定增集合资产管理计划,这是一个基金产品
215159,中欧稳健收益债券型证券投资基金,这是一个基金产品
215160,旭诺卓越1号私募证券投资基金,这是一个基金产品
215161,宏商龙盈祥福私募证券投资基金,这是一个基金产品
215162,易方达新收益灵活配置混合型证券投资基金,这是一个基金产品
215163,领冠二号私募证券投资基金,这是一个基金产品
215164,安信证券定享2号集合资产管理计划,这是一个基金产品
215165,汇添富创新未来18个月封闭运作混合型证券投资基金,这是一个基金产品
215166,CICCFT8(QFII),这是一个基金产品
215167,泰和汇高球人生一期私募证券投资基金,这是一个基金产品
215168,合沣11号集合资金信托,这是一个基金产品
215169,产投证投价值1号私募证券投资基金,这是一个基金产品
215170,迎水泰顺7号私募证券投资基金,这是一个基金产品
215171,招商优势成长股票型证券投资基金,这是一个基金产品
215172,杭州威曼投资管理有限公司一威曼天师府壹号私募证券投资基金,这是一个基金产品
215173,GOV''TOF SINGAPORE INVEST CORP. PTE LTD.,这是一个基金产品
215174,海西晟乾1号证券投资集合资金信托计划,这是一个基金产品
215175,玄元科新256号私募证券投资基金,这是一个基金产品
215176,扬州尚颀汽车产业股权投资基金(有限合伙),这是一个基金产品
215177,君弘钱江三十九期私募证券投资基金,这是一个基金产品
215178,陕国投·工银量化恒盛精选D类26期证券投资集合资金信托计划,这是一个基金产品
215179,国金量化精选混合型证券投资基金,这是一个基金产品
215180,光大信托·招盈2号证券投资单一资金信托,这是一个基金产品
215181,铂绅里仁6号私募证券投资基金,这是一个基金产品
215182,光大保德信新增长股票型证券投资基金,这是一个基金产品
215183,泰达宏利价值成长定向增发50号资产管理计划,这是一个基金产品
215184,富春橙智定增39号资产管理计划,这是一个基金产品
215185,东海东风5号集合资产管理计划,这是一个基金产品
215186,海子鑫联一号私募证券投资基金,这是一个基金产品
215187,神龙192号证券投资集合资金信托计划,这是一个基金产品
215188,天津金海通半导体设备股份有限公司回购专用证券账户,这是一个基金产品
215189,盛信1期私募证券投资基金主基金,这是一个基金产品
215190,积极配置3号资产管理产品,这是一个基金产品
215191,中国工商银行―安信证券投资基金,这是一个基金产品
215192,风炎投资102号私募证券投资基金,这是一个基金产品
215193,华能信托·悦华方物1号集合资金信托计划,这是一个基金产品
215194,OCBC CAPITAL ASIA I HOLDING PTE.LTD.,这是一个基金产品
215195,广州海格通信集团股份有限公司,这是一个基金产品
215196,平安汇通畅盈5号特定客户资产管理计划,这是一个基金产品
215197,先锋4号集合资产管理计划,这是一个基金产品
215198,定増双喜盛世17号资产管理计划,这是一个基金产品
215199,聚宝11号单一资金信托,这是一个基金产品
215200,银宏天盈1号私募证券投资基金,这是一个基金产品
215201,华润信托·润之信80期集合资金信托计划,这是一个基金产品
215202,长江二号混合策略私募证券投资基金,这是一个基金产品
215203,浦泓2号证券投资基金,这是一个基金产品
215204,天琛祖博1号私募证券投资基金,这是一个基金产品
215205,仁桥金选泽源5期私募证券投资基金,这是一个基金产品
215206,丰和价值证券投资基金,这是一个基金产品
215207,创富1号集合资金信托,这是一个基金产品
215208," GOLDMA N, SACHS & C O.LLC",这是一个基金产品
215209,兴证资管兴承智选1号单一资产管理计划,这是一个基金产品
215210,山东电力集团公司(B计划)企业年金计划,这是一个基金产品
215211,股息红利增强6号集合资产管理计划,这是一个基金产品
215212,华安汇智精选两年持有期混合型证券投资基金,这是一个基金产品
215213,协利远猷私募证券投资基金,这是一个基金产品
215214,张铁成,这是一个基金产品
215215,兴业证券股份有限公司融券专用证券账户,这是一个基金产品
215216,兴业信托·兴津浦鑫6号集合资金信托计划,这是一个基金产品
215217,观道3号精选私募证券投资基金,这是一个基金产品
215218,健顺云88号私募证券投资基金,这是一个基金产品
215219,大黄蜂价值成长证券投资私募基金,这是一个基金产品
215220,和聚平台证券投资基金,这是一个基金产品
215221,宏赢二十号证券投资集合资金信托计划,这是一个基金产品
215222,江苏南大光电材料股份有限公司回购专用证券账户,这是一个基金产品
215223,资金信托R2006JH005,这是一个基金产品
215224,019LFH002,这是一个基金产品
215225,华明1号,这是一个基金产品
215226,聚鸣匠传6号私募证券投资基金,这是一个基金产品
215227,融金31号资金信托合同,这是一个基金产品
215228,CT001深),这是一个基金产品
215229,融金26号资金信托合同,这是一个基金产品
215230,迎水合力3号私募证券投资基金,这是一个基金产品
215231,众赢志成8号专项资产管理计划,这是一个基金产品
215232,交通银行_科瑞证券投资基金,这是一个基金产品
215233,中信建投股管家恒勃控股1号战略配售集合资产管理计划,这是一个基金产品
215234,2009年中诚.大通投资1号集合信托,这是一个基金产品
215235,华能信托·诚怡丰瑞集合资金信托计划,这是一个基金产品
215236,睿金11号证券投资集合资金信托计划,这是一个基金产品
215237,南方兴盛先锋灵活配置混合型证券投资基金,这是一个基金产品
215238,招商财富专户理财信托金融投资项目1401期,这是一个基金产品
215239,天下溪星河价值精选私募证券投资基金,这是一个基金产品
215240,泽尚闻野2号私募证券投资基金,这是一个基金产品
215241,华夏中证旅游主题交易型开放式指数证券投资基金,这是一个基金产品
215242,凯双贡嘎19号私募证券投资基金,这是一个基金产品
215243,海富通证券投资3号集合资金信托计划,这是一个基金产品
215244,融通新能源汽车主题精选灵活配置混合型证券投资基金,这是一个基金产品
215245,交通银行―科瑞证券投资基金,这是一个基金产品
215246,世域七期私募证券投资基金,这是一个基金产品
215247,鑫龙108特定多客户资产管理计划,这是一个基金产品
215248,中和资本耕耘2号私募证券投资基金,这是一个基金产品
215249,迎水合力12号私募证券投资基金,这是一个基金产品
215250,悟空蓝海源饶14号私募证券投资基金,这是一个基金产品
215251,中通1号专项资产管理计划,这是一个基金产品
215252,兴业聚利灵活配置混合型证券投资基金,这是一个基金产品
215253,华润元大基金创盈1号单一资产管理计划,这是一个基金产品
215254,华润信托·增利10号集合资金信托计划,这是一个基金产品
215255,“辉煌”26号单一资金信托,这是一个基金产品
215256,昊泽价值进取2号私募证券投资基金,这是一个基金产品
215257,华润信托·天星招商恒远集合资金信托计划,这是一个基金产品
215258,海子华灿7号私募证券投资基金,这是一个基金产品
215259,南方金融主题灵活配置混合型证券投资基金,这是一个基金产品
215260,中信盈时冠城大通员工持股计划二期,这是一个基金产品
215261,安瑞证券,这是一个基金产品
215262,中融中证一带一路主题指数分级证券投资基金,这是一个基金产品
215263,利得盈单独管理资金信托045,这是一个基金产品
215264,建信乾元安享特定多个客户资产管理计划,这是一个基金产品
215265,和聚荆玉私募证券投资基金,这是一个基金产品
215266,华信信托盈泰44号集合资金信托计划,这是一个基金产品
215267,天勤十二号单一资金信托,这是一个基金产品
215268,默名融智阳光12期基金,这是一个基金产品
215269,盈富臻享2号私募证券投资基金,这是一个基金产品
215270,广发聚瑞股票型证券投资基金,这是一个基金产品
215271,清水源20号证券投资基金,这是一个基金产品
215272,南京稳健基金,这是一个基金产品
215273,海通证券股份有限公司约定购回专用账户,这是一个基金产品
215274,渤海轮渡集团股份有限公司回购专用证券账户,这是一个基金产品
215275,嘉实回报精选股票型证券投资基金,这是一个基金产品
215276,平安汇通创富5号特定客户资产管理计划,这是一个基金产品
215277,博源恒丰资产管理计划,这是一个基金产品
215278,19巨化EB担保及信托财产专户,这是一个基金产品
215279,大有尊享3号结构化私募股权投资基金,这是一个基金产品
215280,盛世景,这是一个基金产品
215281,南方君信灵活配置混合型证券投资基金,这是一个基金产品
215282,浦银安盛盛世精选灵活配置混合型证券投资基金,这是一个基金产品
215283,潇湘丰盈2号集合资金信托计划,这是一个基金产品
215284,华富锦利集合资产管理计划,这是一个基金产品
215285,航天基金,这是一个基金产品
215286,上海岱美汽车内饰件股份有限公司回购专用证券账户,这是一个基金产品
215287,中银国际证券中国红货币宝集合资产管理计划,这是一个基金产品
215288,国泰中证钢铁交易型开放式指数证券投资基金,这是一个基金产品
215289,民生方欣1号集合资产管理计划,这是一个基金产品
215290,19新钢EB担保及信托财产专户,这是一个基金产品
215291,外贸信托·万博稳健2期结构化证券投资集合资金信托计划,这是一个基金产品
215292,正瀛绝影私募证券投资基金,这是一个基金产品
215293,润金76号资金信托计划,这是一个基金产品
215294,光大阳光混合优选（阳光６号）集合资产管理计划,这是一个基金产品
215295,陕国投·开元1号定向投资集合资金信托计划,这是一个基金产品
215296,通怡梧桐10号私募证券投资基金,这是一个基金产品
215297,2号（第三期）集合资金信托计划,这是一个基金产品
215298,高鸿睿远一号私募证券投资基金,这是一个基金产品
215299,瑞丰汇邦宏星私募证券投资基金,这是一个基金产品
215300,工银瑞信成长精选混合型证券投资基金,这是一个基金产品
215301,华商优势行业灵活配置混合型证券投资基金,这是一个基金产品
215302,金鼎投资价值成长6期私募证券投资基金,这是一个基金产品
215303,C ICCFT8(R),这是一个基金产品
215304,瀚鑫泰安六号私募证券投资基金,这是一个基金产品
215305,中国银河证券股份有限公司,这是一个基金产品
215306,凯利致远长兴私募证券投资基金,这是一个基金产品
215307,中国工商银行—建信优选成长股票型证券投资基金,这是一个基金产品
215308,泉上圣斗士二号私募证券投资基金,这是一个基金产品
215309,盛世37号私募基金,这是一个基金产品
215310,融通领先成长混合型证券投资基金(LOF),这是一个基金产品
215311,广发国证半导体芯片交易型开放式指数证券投资基金,这是一个基金产品
215312,博时平衡配置混合型证券投资基金,这是一个基金产品
215313,蓝墨私享7号私募证券投资基金,这是一个基金产品
215314,TL002沪,这是一个基金产品
215315,恒泰融安创弘2号私募证券投资基金,这是一个基金产品
215316,高盛国际中国基金,这是一个基金产品
215317,浙江华睿弘源智能产业创业投资有限公司,这是一个基金产品
215318,平安财富*创赢五期3号集合资金信托计划,这是一个基金产品
215319,宽海精选2号私募证券投资基金,这是一个基金产品
215320,17亿纬E1担保及信托财产专户,这是一个基金产品
215321,广州市玄元投资管理有限公司—玄元科新166号私募证券投资基金,这是一个基金产品
215322,四会富仕电子科技股份有限公司一第一期员工持股计划,这是一个基金产品
215323,景林丰收3号私募基金,这是一个基金产品
215324,信澳研究优选混合型证券投资基金,这是一个基金产品
215325,玄元私募基金投资管理(广东)有限公司—玄元科新181号私募证券投资基金,这是一个基金产品
215326,融通深证100指数证券投资基金,这是一个基金产品
215327,汇安核心资产混合型证券投资基金,这是一个基金产品
215328,信达证券安源1号单一资产管理计划,这是一个基金产品
215329,证券行业支持民企发展系列之中泰资管18号,这是一个基金产品
215330,心灵1号阳光私募基金,这是一个基金产品
215331,康祺资产稳增长1号证券投资基金,这是一个基金产品
215332, BNP PARIBAS,这是一个基金产品
215333,博敏电子股份有限公司回购专用证券账户,这是一个基金产品
215334,陕国投·金元宝56号证券投资集合资金信托计划,这是一个基金产品
215335,晓峰1号睿远证券投资基金,这是一个基金产品
215336,爱建民生证券投资12号集合资金信托计划,这是一个基金产品
215337,众信证赢6号证券投资集合资金信托计划,这是一个基金产品
215338,文苑1号新型结构化证券投资集合资金信托,这是一个基金产品
215339,三和创赢定增1期私募证券投资基金,这是一个基金产品
215340,易安聚金一期契约型私募投资基金,这是一个基金产品
215341,子午涵瑞3号私募证券投资基金,这是一个基金产品
215342,中信兴聚1期管理型证券投资集合资金信托计划,这是一个基金产品
215343,易方达创业板交易型开放式指数证券投资基金,这是一个基金产品
215344,丹阳盛宇股权投资中心(有限合伙),这是一个基金产品
215345,国金天舟文化1号集合资产管理计划,这是一个基金产品
215346,风炎投资·鑫龙1号私募基金,这是一个基金产品
215347,东风3号集合资产管理计划,这是一个基金产品
215348,安盈金睿资产管理计划,这是一个基金产品
215349,杭州永创智能设备股份有限公司回购专用证券账户,这是一个基金产品
215350,鹏华成长价值混合型证券投资基金,这是一个基金产品
215351,优选1号资产管理计划,这是一个基金产品
215352,谦颐宏观对冲1号基金,这是一个基金产品
215353,19联众EB担保及信托财产专户,这是一个基金产品
215354,丰汇佳选私募证券投资基金,这是一个基金产品
215355,光大永明资产聚优稳健30号混合类资产管理产品,这是一个基金产品
215356,中国建设银行—泰达宏利效率优选混合型证券投资基金,这是一个基金产品
215357,华鑫信托·慧智投资1号结构化集合资金信托计划,这是一个基金产品
215358,新股信贷资产9,这是一个基金产品
215359,银万全盈71号私募证券投资基金,这是一个基金产品
215360,CUSTOMERS'SEGREGATED ACCOUNT,这是一个基金产品
215361,平安汇通瑞祥21号资产管理计划,这是一个基金产品
215362,华商双债丰利债券型证券投资基金,这是一个基金产品
215363,泰润天玺1号私募证券投资基金,这是一个基金产品
215364,中国人寿委托诺安基金,这是一个基金产品
215365,财通基金享盈56号单一资产管理计划,这是一个基金产品
215366,骆驼集团股份有限公司—第一期员工持股计划,这是一个基金产品
215367,宽投鑫阳私募投资基金,这是一个基金产品
215368,北信瑞丰基金丰庆107号资产管理计划,这是一个基金产品
215369,普天债券投资基金,这是一个基金产品
215370,GLOBAL GROWTH FUND,这是一个基金产品
215371,泽煦单一资金信托计划,这是一个基金产品
215372,股权并购投资1号集合资金信托计划,这是一个基金产品
215373,润禾16号证券投资集合资金信托计划,这是一个基金产品
215374,润众复盈6号私募投资基金,这是一个基金产品
215375,华安上指180 指数增强型证券投资基金,这是一个基金产品
215376,博时成长优选两年封闭运作灵活配置混合型证券投资基金,这是一个基金产品
215377,华富国泰民安灵活配置混合型证券投资基金,这是一个基金产品
215378,聚宝一号集合资金信托,这是一个基金产品
215379,长安丰利6号分级资产管理计划,这是一个基金产品
215380,外贸信托·昀沣5号证券投资集合资金信托计划,这是一个基金产品
215381,金鹰基金·得壹海捷定增13号资产管理计划,这是一个基金产品
215382,摩根中国A股市场机会基金,这是一个基金产品
215383,汐合量化1号私募证券投资基金,这是一个基金产品
215384,DEUTSCHE BANK AKTIENGESELLSCHAFT,这是一个基金产品
215385,陕煤朱雀新材料产业2期单一资产管理计划,这是一个基金产品
215386,期期十号私募证券投资基金,这是一个基金产品
215387,长江养老企业员工持股计划专项养老保障管理产品,这是一个基金产品
215388,陕国投盛唐63号定向投资集合资金信托计划,这是一个基金产品
215389,泰达宏利价值成长定向增发384号资产管理计划,这是一个基金产品
215390,金谷·信惠168号证券投资集合资金信托计划,这是一个基金产品
215391,东吴鼎利5003号资产管理计划,这是一个基金产品
215392,中阅被动管理2号私募证券投资基金,这是一个基金产品
215393,佳泽信享3号私募证券投资基金,这是一个基金产品
215394,恒利丰215号集合资金信托计划,这是一个基金产品
215395,陕国投·聚宝盆53号证券投资集合资金信托计划,这是一个基金产品
215396,珠海横琴昆仑鼎信鼎盛私募证券投资基金,这是一个基金产品
215397,大地15号单一资金信托,这是一个基金产品
215398,中证500交易型开放式指数证券投资基金,这是一个基金产品
215399,EMERGING CHINA MEQUITIES,这是一个基金产品
215400,诺德基金浦江1179号单一资产管理计划,这是一个基金产品
215401,申万菱信创盈定增5号资产管理计划,这是一个基金产品
215402,通怡梧桐18号私募证券投资基金,这是一个基金产品
215403,易方达50指数证券投资基金,这是一个基金产品
215404,迎水日新18号私募证券投资基金,这是一个基金产品
215405,结构化新股投资集合信托1,这是一个基金产品
215406,驼铃铁发成长二号私募证券投资基金,这是一个基金产品
215407,国都证券股份有限公司客户信用交易担保证券账户,这是一个基金产品
215408,久期骐骥4号私募证券投资基金,这是一个基金产品
